cntry,Country_Name,Country_Highlight,Age_Group,Political_Spectrum,Avg_Immigration,n,Intensidad
PL,Polonia,Polonia,Gen Z (<27),Izquierda (0-3),5.942504314579682,46,Neutral
PL,Polonia,Polonia,Gen Z (<27),Centro (4-6),5.320038623225033,97,Neutral
PL,Polonia,Polonia,Gen Z (<27),Derecha (7-10),5.12452678278694,38,Neutral
PL,Polonia,Polonia,Millennials (27-42),Izquierda (0-3),6.118654719044574,63,Positivo
PL,Polonia,Polonia,Millennials (27-42),Centro (4-6),5.347376645189676,143,Neutral
PL,Polonia,Polonia,Millennials (27-42),Derecha (7-10),5.05355609930058,78,Neutral
PL,Polonia,Polonia,Gen X (43-58),Izquierda (0-3),6.385830235808953,73,Positivo
PL,Polonia,Polonia,Gen X (43-58),Centro (4-6),5.639892231649618,137,Neutral
PL,Polonia,Polonia,Gen X (43-58),Derecha (7-10),5.2655793498392764,90,Neutral
PL,Polonia,Polonia,Boomers+ (59+),Izquierda (0-3),6.166843455248167,77,Positivo
PL,Polonia,Polonia,Boomers+ (59+),Centro (4-6),5.938662515549916,143,Neutral
PL,Polonia,Polonia,Boomers+ (59+),Derecha (7-10),5.133814181586759,192,Neutral
PT,Portugal,Resto de Europa,Gen Z (<27),Izquierda (0-3),6.571175655806911,12,Positivo
PT,Portugal,Resto de Europa,Gen Z (<27),Centro (4-6),5.6046470615039405,55,Neutral
PT,Portugal,Resto de Europa,Gen Z (<27),Derecha (7-10),4.80700240786427,24,Negativo
PT,Portugal,Resto de Europa,Millennials (27-42),Izquierda (0-3),6.575876049754418,48,Positivo
PT,Portugal,Resto de Europa,Millennials (27-42),Centro (4-6),5.793644905602771,115,Neutral
PT,Portugal,Resto de Europa,Millennials (27-42),Derecha (7-10),4.871487928590324,51,Negativo
PT,Portugal,Resto de Europa,Gen X (43-58),Izquierda (0-3),5.728386547079662,66,Neutral
PT,Portugal,Resto de Europa,Gen X (43-58),Centro (4-6),5.634348319698378,179,Neutral
PT,Portugal,Resto de Europa,Gen X (43-58),Derecha (7-10),5.436930642655336,69,Neutral
PT,Portugal,Resto de Europa,Boomers+ (59+),Izquierda (0-3),5.8688089672865225,117,Neutral
PT,Portugal,Resto de Europa,Boomers+ (59+),Centro (4-6),5.500390454030052,243,Neutral
PT,Portugal,Resto de Europa,Boomers+ (59+),Derecha (7-10),5.15462102986251,88,Neutral
RS,Serbia,Resto de Europa,Gen Z (<27),Izquierda (0-3),5.750823765638971,28,Neutral
RS,Serbia,Resto de Europa,Gen Z (<27),Centro (4-6),5.730690391716037,43,Neutral
RS,Serbia,Resto de Europa,Gen Z (<27),Derecha (7-10),4.778303756165488,21,Negativo
RS,Serbia,Resto de Europa,Millennials (27-42),Izquierda (0-3),5.405841955258972,50,Neutral
RS,Serbia,Resto de Europa,Millennials (27-42),Centro (4-6),5.269590438540735,111,Neutral
RS,Serbia,Resto de Europa,Millennials (27-42),Derecha (7-10),4.436390056209621,38,Negativo
RS,Serbia,Resto de Europa,Gen X (43-58),Izquierda (0-3),5.304632582661437,63,Neutral
RS,Serbia,Resto de Europa,Gen X (43-58),Centro (4-6),4.71886239563539,151,Negativo
RS,Serbia,Resto de Europa,Gen X (43-58),Derecha (7-10),3.5266933087560814,57,Muy negativo
RS,Serbia,Resto de Europa,Boomers+ (59+),Izquierda (0-3),5.2084950609250535,123,Neutral
RS,Serbia,Resto de Europa,Boomers+ (59+),Centro (4-6),4.699346569922579,184,Negativo
RS,Serbia,Resto de Europa,Boomers+ (59+),Derecha (7-10),4.439158943165482,75,Negativo
SE,Suecia,Resto de Europa,Gen Z (<27),Izquierda (0-3),7.5484706948203275,40,Muy positivo
SE,Suecia,Resto de Europa,Gen Z (<27),Centro (4-6),5.251796181984804,42,Neutral
SE,Suecia,Resto de Europa,Gen Z (<27),Derecha (7-10),4.759582634784875,28,Negativo
SE,Suecia,Resto de Europa,Millennials (27-42),Izquierda (0-3),7.598511247551453,86,Muy positivo
SE,Suecia,Resto de Europa,Millennials (27-42),Centro (4-6),6.578389677672049,100,Positivo
SE,Suecia,Resto de Europa,Millennials (27-42),Derecha (7-10),5.8525858239874315,60,Neutral
SE,Suecia,Resto de Europa,Gen X (43-58),Izquierda (0-3),7.5332214030456415,78,Muy positivo
SE,Suecia,Resto de Europa,Gen X (43-58),Centro (4-6),6.5612027472419765,133,Positivo
SE,Suecia,Resto de Europa,Gen X (43-58),Derecha (7-10),5.596967147887953,94,Neutral
SE,Suecia,Resto de Europa,Boomers+ (59+),Izquierda (0-3),7.212998380099996,152,Muy positivo
SE,Suecia,Resto de Europa,Boomers+ (59+),Centro (4-6),6.253580173858838,234,Positivo
SE,Suecia,Resto de Europa,Boomers+ (59+),Derecha (7-10),5.242323753703105,138,Neutral
SI,Eslovenia,Resto de Europa,Gen Z (<27),Izquierda (0-3),6.004719073682106,26,Positivo
SI,Eslovenia,Resto de Europa,Gen Z (<27),Centro (4-6),5.23590907261666,109,Neutral
SI,Eslovenia,Resto de Europa,Gen Z (<27),Derecha (7-10),5.069174787838224,33,Neutral
SI,Eslovenia,Resto de Europa,Millennials (27-42),Izquierda (0-3),6.451990290241584,42,Positivo
SI,Eslovenia,Resto de Europa,Millennials (27-42),Centro (4-6),5.087991859071857,120,Neutral
SI,Eslovenia,Resto de Europa,Millennials (27-42),Derecha (7-10),4.095547410562796,40,Negativo
SI,Eslovenia,Resto de Europa,Gen X (43-58),Izquierda (0-3),5.662249049426529,67,Neutral
SI,Eslovenia,Resto de Europa,Gen X (43-58),Centro (4-6),5.274033492556783,158,Neutral
SI,Eslovenia,Resto de Europa,Gen X (43-58),Derecha (7-10),4.651477093556062,53,Negativo
SI,Eslovenia,Resto de Europa,Boomers+ (59+),Izquierda (0-3),6.125338316615555,104,Positivo
SI,Eslovenia,Resto de Europa,Boomers+ (59+),Centro (4-6),5.048021760294971,186,Neutral
SI,Eslovenia,Resto de Europa,Boomers+ (59+),Derecha (7-10),4.10506292893577,78,Negativo
SK,Eslovaquia,Resto de Europa,Gen Z (<27),Izquierda (0-3),5.243501321588587,6,Neutral
SK,Eslovaquia,Resto de Europa,Gen Z (<27),Centro (4-6),5.282557644682476,18,Neutral
SK,Eslovaquia,Resto de Europa,Gen Z (<27),Derecha (7-10),5.749300598644848,21,Neutral
SK,Eslovaquia,Resto de Europa,Millennials (27-42),Izquierda (0-3),3.7080390772238947,50,Muy negativo
SK,Eslovaquia,Resto de Europa,Millennials (27-42),Centro (4-6),3.7028691773582687,125,Muy negativo
SK,Eslovaquia,Resto de Europa,Millennials (27-42),Derecha (7-10),4.763209524929333,73,Negativo
SK,Eslovaquia,Resto de Europa,Gen X (43-58),Izquierda (0-3),3.3111088193524765,111,Muy negativo
SK,Eslovaquia,Resto de Europa,Gen X (43-58),Centro (4-6),3.397547150945785,173,Muy negativo
SK,Eslovaquia,Resto de Europa,Gen X (43-58),Derecha (7-10),4.7503946162128585,79,Negativo
SK,Eslovaquia,Resto de Europa,Boomers+ (59+),Izquierda (0-3),2.787816349404685,237,Muy negativo
SK,Eslovaquia,Resto de Europa,Boomers+ (59+),Centro (4-6),3.5178487198371493,215,Muy negativo
SK,Eslovaquia,Resto de Europa,Boomers+ (59+),Derecha (7-10),3.7429494235105905,101,Muy negativo
UA,Ucrania,Resto de Europa,Gen Z (<27),Izquierda (0-3),5.865491839975397,17,Neutral
UA,Ucrania,Resto de Europa,Gen Z (<27),Centro (4-6),5.96190878275395,77,Neutral
UA,Ucrania,Resto de Europa,Gen Z (<27),Derecha (7-10),6.463213523788306,40,Positivo
UA,Ucrania,Resto de Europa,Millennials (27-42),Izquierda (0-3),5.266322542343043,44,Neutral
UA,Ucrania,Resto de Europa,Millennials (27-42),Centro (4-6),5.711133634813347,226,Neutral
UA,Ucrania,Resto de Europa,Millennials (27-42),Derecha (7-10),6.275853270679562,72,Positivo
UA,Ucrania,Resto de Europa,Gen X (43-58),Izquierda (0-3),5.5254066032109455,45,Neutral
UA,Ucrania,Resto de Europa,Gen X (43-58),Centro (4-6),5.788238693510876,229,Neutral
UA,Ucrania,Resto de Europa,Gen X (43-58),Derecha (7-10),5.981640844142055,67,Neutral
UA,Ucrania,Resto de Europa,Boomers+ (59+),Izquierda (0-3),4.8047004532410105,72,Negativo
UA,Ucrania,Resto de Europa,Boomers+ (59+),Centro (4-6),4.8972601004866325,287,Negativo
UA,Ucrania,Resto de Europa,Boomers+ (59+),Derecha (7-10),5.850226486656693,93,Neutral
